CODIGO_CLIENTE,IDADE,FAIXA_ETARIA,RENDA_TOTAL,CATEGORIA_RENDA,SCORE,QT_IMOVEIS,QT_CARROS,ULTIMO_SALARIO,TRABALHANDO_ATUALMENTE,capacidade_credito
1565,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1566,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1567,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1568,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1569,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1570,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1571,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1572,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1573,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1574,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1575,23,21 a 30,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1576,28,21 a 30,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1577,30,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1578,32,31 a 45,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1579,35,31 a 45,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1580,42,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1581,45,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1582,48,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1583,51,46 a 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1584,53,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1585,55,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1586,57,Maior que 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1587,62,Maior que 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1588,65,Maior que 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1589,19,Até 20,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1590,23,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1591,25,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1592,27,21 a 30,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1593,28,21 a 30,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1594,30,21 a 30,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1595,32,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1596,35,31 a 45,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1597,42,31 a 45,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1598,45,31 a 45,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1599,48,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1600,51,46 a 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1601,53,46 a 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1602,55,46 a 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1603,57,Maior que 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1604,62,Maior que 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1605,65,Maior que 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1606,19,Até 20,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1607,23,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1608,25,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1609,27,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1610,28,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1611,30,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1612,32,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1613,35,31 a 45,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1614,42,31 a 45,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1615,45,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1616,48,46 a 55,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1617,51,46 a 55,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1618,53,46 a 55,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1619,55,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1620,57,Maior que 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1621,62,Maior que 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1622,65,Maior que 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1623,19,Até 20,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1624,23,21 a 30,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1625,25,21 a 30,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1626,27,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1627,28,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1628,30,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1629,32,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1630,35,31 a 45,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1631,42,31 a 45,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1632,45,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1633,48,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1634,51,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1635,53,46 a 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1636,55,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1637,57,Maior que 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1638,62,Maior que 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1639,65,Maior que 55,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1640,19,Até 20,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1641,23,21 a 30,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1642,25,21 a 30,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1643,27,21 a 30,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1644,28,21 a 30,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1645,30,21 a 30,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1646,32,31 a 45,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1647,35,31 a 45,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1648,42,31 a 45,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1649,45,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1650,48,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1651,51,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1652,23,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1653,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1654,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1655,32,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1656,35,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1657,42,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1658,45,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1659,48,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1660,51,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1661,53,46 a 55,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1662,55,46 a 55,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1663,57,Maior que 55,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1664,62,Maior que 55,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1665,65,Maior que 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1666,19,Até 20,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1667,23,21 a 30,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1668,25,21 a 30,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1669,27,21 a 30,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1670,28,21 a 30,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1671,30,21 a 30,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1672,32,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1673,35,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1674,42,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1675,45,31 a 45,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1676,48,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1677,51,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1678,53,46 a 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1679,55,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1680,57,Maior que 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1681,62,Maior que 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1682,65,Maior que 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1683,19,Até 20,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1684,23,21 a 30,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1685,25,21 a 30,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1686,27,21 a 30,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1687,28,21 a 30,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1688,30,21 a 30,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1689,32,31 a 45,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1690,35,31 a 45,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1691,42,31 a 45,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1692,45,31 a 45,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1693,48,46 a 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1694,51,46 a 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1695,53,46 a 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1696,55,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1697,57,Maior que 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1698,62,Maior que 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1699,65,Maior que 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1700,19,Até 20,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1701,23,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1702,25,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1703,27,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1704,28,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1705,30,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1706,32,31 a 45,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1707,35,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1708,42,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1709,45,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1710,48,46 a 55,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1711,51,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1712,53,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1713,55,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1714,57,Maior que 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1715,62,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1716,65,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1717,19,Até 20,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1718,23,21 a 30,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1719,25,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1720,27,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1721,28,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1722,30,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1723,32,31 a 45,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1724,35,31 a 45,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1725,42,31 a 45,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1726,45,31 a 45,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1727,48,46 a 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1728,51,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1729,42,31 a 45,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1730,45,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1731,48,46 a 55,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1732,51,46 a 55,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1733,48,46 a 55,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1734,51,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1735,48,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1736,51,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1737,48,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1738,51,46 a 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1739,48,46 a 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1740,51,46 a 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1741,48,46 a 55,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1742,51,46 a 55,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1743,48,46 a 55,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1744,51,46 a 55,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1745,48,46 a 55,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1746,51,46 a 55,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1747,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1748,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1749,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1750,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1751,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1752,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1753,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1754,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1755,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1756,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1757,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1758,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1759,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1760,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1761,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1762,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1763,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1764,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1765,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1766,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1767,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1768,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1769,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1770,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1771,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1772,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1773,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1774,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1775,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1776,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1777,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1778,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1779,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1780,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1781,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1782,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1783,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1784,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1785,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1786,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1787,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1788,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1789,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1790,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1791,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1792,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1793,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1794,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1795,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1796,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1797,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1798,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1799,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1800,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1801,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1802,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1803,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1804,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1805,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1806,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1807,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1808,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1809,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1810,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1811,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1812,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1813,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1814,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1815,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1816,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1817,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1818,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1819,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1820,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1821,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1822,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1823,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1824,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1825,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1826,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1827,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1828,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1829,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1830,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1831,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1832,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1833,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1834,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1835,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1836,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1837,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1838,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1839,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1840,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1841,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1842,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1843,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1844,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1845,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1846,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1847,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1848,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1849,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1850,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1851,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1852,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1853,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1854,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1855,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1856,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1857,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1858,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1859,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1860,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1861,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1862,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1863,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1864,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1865,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1866,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1867,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1868,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1869,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1870,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1871,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1872,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1873,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1874,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1875,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1876,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1877,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1878,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1879,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
1880,57,Maior que 55,17000.0,Média-Alta,89,1,2,13000.0,0.0,5990.0
1881,62,Maior que 55,8500.0,Média,94,1,0,5300.0,0.0,3490.0
1882,65,Maior que 55,18300.0,Média-Alta,98,3,1,18300.0,0.0,6470.0
1883,19,Até 20,1800.0,Baixa,12,0,0,1800.0,0.0,660.0
1884,23,21 a 30,4800.0,Média-Baixa,18,0,1,4800.0,0.0,1620.0
1885,25,21 a 30,2200.0,Baixa,23,1,2,2200.0,0.0,890.0
1886,27,21 a 30,3900.0,Média-Baixa,28,0,0,3900.0,0.0,1450.0
1887,28,21 a 30,11500.0,Média-Alta,34,1,1,11500.0,0.0,3790.0
1888,30,21 a 30,3100.0,Média-Baixa,39,0,2,3100.0,0.0,1320.0
1889,32,31 a 45,9800.0,Média,45,1,0,6800.0,0.0,3390.0
1890,35,31 a 45,24400.0,Alta,50,2,1,22000.0,0.0,7820.0
1891,42,31 a 45,4500.0,Média-Baixa,56,0,2,4500.0,0.0,1910.0
1892,45,31 a 45,9800.0,Média,61,0,0,9800.0,0.0,3550.0
1893,48,46 a 55,15000.0,Média-Alta,67,2,1,15000.0,0.0,5170.0
1894,51,46 a 55,6100.0,Média,72,0,2,6100.0,0.0,2550.0
1895,53,46 a 55,9000.0,Média,78,1,0,9000.0,0.0,3480.0
1896,55,46 a 55,17500.0,Média-Alta,83,3,1,17500.0,0.0,6080.0
